Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-06-02,1005,9,23.3,43,1.2,1257,10.0,1.91,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1044,10,25.5,33,1.1,1815,0.0,2.52,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1094,11,27.3,35,2.3,1537,10.4,2.98,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1253,12,28.3,30,3.0,1675,9.0,3.29,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1334,13,29.6,24,2.4,1873,6.8,3.42,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1396,14,29.8,23,3.6,1945,6.4,3.32,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1535,15,29.8,24,2.9,1939,7.0,3.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1707,16,29.6,26,3.7,2000,8.0,2.58,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,2025,17,28.9,22,2.7,1965,5.0,1.93,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,2246,18,27.4,29,3.6,2000,7.7,1.19,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,2337,19,25.4,33,2.7,2000,7.9,0.54,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,2338,20,23.4,38,2.3,2000,8.2,0.06,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,2238,21,22.1,44,2.5,2000,9.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1969,22,21.4,48,1.6,2000,9.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-02,1490,23,20.6,52,0.5,2000,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1248,0,19.7,55,2.0,1986,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,902,1,19.2,57,0.8,1985,10.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,673,2,18.6,60,1.8,1841,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,437,3,18.0,64,1.3,1560,11.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,294,4,17.4,65,0.8,1093,10.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,193,5,17.1,66,0.3,1370,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,228,6,16.9,62,0.4,1768,9.5,0.06,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,423,7,18.0,54,0.7,1997,8.5,0.51,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,659,8,20.3,47,1.5,1785,8.6,1.05,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,831,9,22.7,39,0.7,1880,8.0,1.91,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,938,10,24.8,34,1.3,1869,7.8,2.09,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,977,11,26.7,30,1.1,1782,7.6,2.83,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1134,12,28.7,27,1.7,1843,7.8,3.29,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1393,13,29.4,24,2.7,1905,6.7,3.18,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1399,14,29.8,26,2.2,1818,8.2,3.2,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1556,15,30.7,21,2.5,1876,5.8,2.95,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1834,16,30.4,28,3.6,1790,9.8,2.48,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,2131,17,29.5,29,4.1,1944,9.5,1.84,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,2349,18,29.3,25,2.4,1973,7.2,1.23,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,2514,19,27.4,29,2.4,2000,7.7,0.5,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,2460,20,25.3,32,2.2,1997,7.4,0.06,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,2173,21,24.2,32,2.1,2000,6.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1741,22,23.0,38,1.2,1996,7.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-03,1274,23,22.0,44,0.8,1978,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,938,0,21.4,45,1.4,1964,8.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,596,1,20.7,47,0.9,1987,8.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,351,2,20.1,49,0.8,1978,9.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,244,3,19.6,51,1.0,1923,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,172,4,19.4,56,1.2,1752,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,299,5,19.2,56,0.9,1772,10.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,742,6,18.9,53,0.3,1871,9.1,0.04,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1505,7,19.5,52,0.8,1818,9.3,0.46,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,2287,8,22.1,44,1.4,1435,9.2,1.16,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1243,9,23.3,37,0.4,1336,7.7,1.28,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,970,10,25.1,40,2.7,1076,10.5,2.37,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1008,11,26.1,37,2.4,1079,10.2,2.79,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1152,12,26.3,36,3.1,1377,10.0,2.61,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1085,13,27.4,30,2.0,1768,8.2,3.03,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1148,14,26.5,43,3.9,1671,12.8,2.36,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1249,15,25.5,43,2.9,1996,11.9,1.71,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1671,16,25.5,43,3.2,1892,11.9,1.72,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,2190,17,24.9,46,2.0,1855,12.4,0.91,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,3380,18,24.4,48,1.9,1998,12.6,0.56,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,2788,19,23.9,51,2.3,2000,13.1,0.12,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,2508,20,23.4,43,1.1,2000,10.0,0.01,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,2377,21,22.6,62,1.1,1363,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,2000,22,22.0,64,1.8,1211,14.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-04,1354,23,21.4,68,2.7,972,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,927,0,20.5,71,2.8,1204,15.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,742,1,20.0,67,0.7,1426,13.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,448,2,19.7,66,0.5,1591,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,314,3,19.1,72,0.6,1370,13.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,214,4,18.5,72,0.6,1168,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,282,5,18.1,73,0.5,1182,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,733,6,17.8,73,0.4,1188,12.8,0.04,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1602,7,18.8,64,0.7,1099,11.8,0.48,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,2322,8,21.5,58,1.1,1021,12.8,1.21,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1344,9,23.5,51,1.4,1169,12.7,1.82,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,959,10,25.5,43,1.0,1568,11.9,2.49,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,974,11,26.8,37,1.6,1639,10.8,2.91,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1111,12,28.2,35,1.2,1411,11.2,3.23,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1058,13,28.6,34,2.0,1274,11.1,2.82,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1120,14,28.9,34,2.7,1328,11.4,2.06,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1250,15,29.0,38,3.4,749,13.2,2.12,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1434,16,28.8,38,3.1,1027,13.0,2.14,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,2115,17,28.1,37,3.6,1346,12.0,1.56,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,3227,18,27.1,40,2.8,1811,12.3,1.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,2615,19,25.5,43,3.1,1760,11.9,0.41,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,2346,20,24.0,46,2.8,1896,11.6,0.06,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,2404,21,23.3,51,1.7,1654,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,2237,22,22.4,54,2.5,1778,12.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-05,1646,23,21.9,56,0.7,1898,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-06,1268,0,21.2,60,0.9,1789,13.1,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1031,1,20.6,63,0.6,1670,13.3,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,792,2,20.1,65,1.0,1435,13.3,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,562,3,19.6,68,1.7,1260,13.5,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,332,4,19.2,68,0.8,1181,13.1,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,218,5,18.7,73,1.4,1065,13.7,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,351,6,18.5,73,1.1,1028,13.5,0.06,0.0,0.0,Summer,Holiday,Yes
2018-06-06,536,7,19.3,63,0.7,916,12.0,0.46,0.0,0.0,Summer,Holiday,Yes
2018-06-06,799,8,21.2,59,1.2,794,12.8,1.13,0.0,0.0,Summer,Holiday,Yes
2018-06-06,925,9,22.9,56,2.3,763,13.6,1.74,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1087,10,24.3,53,2.9,949,14.1,2.37,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1152,11,25.8,52,2.1,905,15.1,2.84,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1400,12,27.3,51,2.8,703,16.2,3.16,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1444,13,27.3,52,3.1,613,16.5,3.21,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1603,14,27.4,50,3.5,615,16.0,3.01,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1674,15,27.6,49,3.7,656,15.9,2.79,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1940,16,27.9,47,2.8,824,15.5,2.36,0.0,0.0,Summer,Holiday,Yes
2018-06-06,2104,17,27.4,48,2.7,1084,15.4,1.8,0.0,0.0,Summer,Holiday,Yes
2018-06-06,2162,18,26.6,52,2.5,1368,15.9,1.09,0.0,0.0,Summer,Holiday,Yes
2018-06-06,2163,19,24.9,56,3.1,1469,15.5,0.51,0.0,0.0,Summer,Holiday,Yes
2018-06-06,2145,20,23.4,64,1.8,1144,16.1,0.07,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1935,21,22.1,72,2.5,923,16.8,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1624,22,20.8,78,1.8,763,16.8,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-06,1251,23,20.1,77,3.1,797,15.9,0.0,0.0,0.0,Summer,Holiday,Yes
2018-06-07,978,0,19.6,82,1.7,628,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,606,1,19.1,86,1.8,522,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,418,2,18.8,88,0.3,500,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,275,3,18.4,88,1.6,465,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,191,4,18.1,88,1.8,458,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,288,5,17.8,91,2.2,393,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,716,6,18.1,88,1.1,272,16.0,0.03,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1551,7,18.6,85,2.0,307,16.0,0.16,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,2317,8,18.9,82,2.3,326,15.7,0.44,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1342,9,20.5,73,1.6,364,15.4,1.23,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,914,10,22.0,69,2.0,488,16.0,2.04,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,967,11,23.4,62,1.8,603,15.6,2.87,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1099,12,25.0,56,3.0,715,15.6,3.19,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1071,13,26.7,47,2.4,806,14.4,3.26,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1116,14,28.2,44,1.7,644,14.7,3.11,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1171,15,29.3,41,2.0,609,14.6,2.63,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1442,16,29.3,41,2.0,905,14.6,1.95,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,2002,17,28.2,51,3.3,879,17.0,1.73,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,3221,18,25.6,57,2.7,1217,16.4,0.96,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,2649,19,24.0,60,2.8,1379,15.7,0.38,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,2278,20,22.8,67,1.6,1219,16.3,0.06,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,2161,21,21.5,69,2.6,942,15.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1939,22,20.9,71,1.0,763,15.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-07,1290,23,20.3,77,1.3,770,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,926,0,19.1,82,2.2,874,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,769,1,18.8,84,1.7,658,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,525,2,18.6,84,2.5,619,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,365,3,18.6,83,2.9,889,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,255,4,18.5,82,2.0,1072,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,299,5,18.6,81,0.8,1205,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,744,6,18.8,78,2.0,1259,14.8,0.01,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1544,7,19.1,73,2.0,1300,14.1,0.3,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,2348,8,19.7,69,2.0,1448,13.8,0.54,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1283,9,21.2,62,1.7,1384,13.6,1.45,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1002,10,21.9,62,1.7,1664,14.2,1.36,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1095,11,21.9,64,2.4,1359,14.7,1.03,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1256,12,23.1,56,1.6,1222,13.8,1.71,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1314,13,24.2,58,1.9,1015,15.4,1.87,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1249,14,25.0,54,2.2,1146,15.0,1.86,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1416,15,26.2,51,3.3,1104,15.2,2.87,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1668,16,26.6,49,3.2,1200,15.0,2.35,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,2314,17,26.9,49,2.3,1210,15.2,1.72,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,3309,18,26.2,54,2.2,1183,16.1,0.88,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,2797,19,24.5,63,3.1,970,16.9,0.46,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,2476,20,22.6,71,1.8,856,17.0,0.11,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,2337,21,21.2,77,1.7,638,16.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,2140,22,20.5,78,0.9,550,16.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-08,1672,23,20.0,79,1.4,510,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1247,0,19.7,83,1.5,390,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1029,1,19.7,81,0.6,419,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,732,2,19.4,84,0.7,382,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,535,3,19.1,84,0.6,421,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,352,4,19.0,83,0.4,473,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,262,5,19.0,85,0.4,467,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,381,6,19.0,84,0.5,440,16.2,0.05,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,616,7,20.2,73,1.1,708,15.1,0.41,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,963,8,21.9,62,0.9,1071,14.2,1.03,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1102,9,24.0,55,1.8,1411,14.3,1.81,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1156,10,25.8,49,1.3,1442,14.2,2.42,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1200,11,27.2,46,1.7,1301,14.5,2.88,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1462,12,28.2,42,1.4,1563,14.0,2.84,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1583,13,28.8,42,2.0,1438,14.6,2.38,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1744,14,30.1,35,1.4,1583,12.9,2.53,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1890,15,29.6,40,2.5,1546,14.5,1.96,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,2297,16,28.7,40,2.5,1474,13.7,1.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,2355,17,28.2,39,2.9,1653,12.9,0.7,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1934,18,27.3,42,1.2,2000,13.2,0.19,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,1058,19,25.7,47,1.8,2000,13.5,0.04,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,246,20,23.7,62,1.6,1402,15.9,0.0,0.4,0.0,Summer,No Holiday,Yes
2018-06-09,225,21,22.4,72,1.5,1816,17.0,0.0,0.1,0.0,Summer,No Holiday,Yes
2018-06-09,776,22,21.0,75,1.3,2000,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-09,766,23,20.7,66,1.6,2000,14.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,483,0,20.2,66,1.5,2000,13.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,375,1,19.7,71,1.2,1986,14.2,0.0,0.5,0.0,Summer,No Holiday,Yes
2018-06-10,162,2,19.2,69,1.3,2000,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,150,3,18.6,78,0.8,1997,14.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,174,4,18.3,72,1.7,2000,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,138,5,18.4,70,1.4,2000,12.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,216,6,18.3,71,0.9,2000,12.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,313,7,18.4,68,0.6,2000,12.3,0.04,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,619,8,19.0,65,2.0,2000,12.2,0.28,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,786,9,19.2,65,1.4,2000,12.4,0.34,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,942,10,20.2,62,1.8,2000,12.6,0.82,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,1074,11,21.3,56,1.5,1989,12.1,1.18,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,1442,12,23.2,50,2.2,1988,12.1,2.45,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,1752,13,24.2,48,1.2,1968,12.4,2.19,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,1985,14,24.1,51,1.1,2000,13.3,1.58,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2182,15,24.8,49,1.2,2000,13.3,1.34,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2333,16,24.8,51,1.6,2000,13.9,1.17,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2431,17,24.6,52,1.3,2000,14.0,0.82,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2367,18,24.1,53,1.3,2000,13.9,0.48,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2267,19,23.4,55,1.0,2000,13.8,0.12,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2300,20,22.8,55,1.3,2000,13.2,0.01,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,2026,21,22.1,55,1.5,2000,12.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,1634,22,21.5,55,1.8,2000,12.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-10,1191,23,20.9,56,1.5,2000,11.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,918,0,20.3,58,1.4,2000,11.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,555,1,19.8,59,1.3,2000,11.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,353,2,19.2,60,1.5,2000,11.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,232,3,18.8,61,1.3,2000,11.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,194,4,18.8,60,1.0,2000,10.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,324,5,18.8,61,1.2,2000,11.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,807,6,18.6,61,0.8,2000,10.9,0.03,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,1629,7,19.1,59,1.1,2000,10.8,0.38,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,2375,8,20.7,55,1.5,2000,11.3,1.23,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,1307,9,22.2,48,1.7,1889,10.6,1.77,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,992,10,23.7,47,1.3,2000,11.7,2.67,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,1107,11,23.2,52,1.4,2000,12.7,1.53,0.0,0.0,Summer,No Holiday,Yes
2018-06-11,1204,12,23.2,52,1.2,2000,12.7,0.82,0.0,0.0,Summer,No Holiday,Yes
