distance_m,weight_t,length_m,width_m,footprint_m2,turns,hour,congestion,true_min
252.80423111565358,556.5710613629266,15.75,15.28,240.7,1,8,3,3.448044314765329
845.0148276315492,129.08119000666755,21.93,17.65,387.0,3,15,1,6.809948701066345
914.1336146167552,240.1143866942827,10.2,8.99,91.8,0,18,0,4.649982987552897
1163.6109003263152,289.91136421161434,26.14,24.41,638.1,5,10,3,11.233839827279507
444.9244011147302,100.93224086285173,31.49,8.05,253.4,5,18,3,6.898049513604415
494.91487075905314,41.76154417855202,8.68,23.05,200.0,4,18,1,5.079868431085638
605.9025086289049,596.6315677672562,14.78,12.35,182.6,5,11,6,9.444348730800959
292.2079221744,529.6946295559278,35.11,3.01,105.8,1,16,2,3.000855857262159
225.51208597572824,550.0326197298632,21.7,14.95,324.5,5,18,3,5.315121262352675
612.7895173730458,192.20094948510754,22.68,16.82,381.5,1,17,2,4.065337979761709
334.1384709369902,155.45789646490027,29.73,22.13,657.8,0,11,1,1.6595483286355592
830.1916740444116,272.74393815999315,24.38,14.89,363.1,1,14,0,6.651482594904648
569.6101491370105,288.3920403174639,5.57,5.07,28.3,4,13,6,6.603729082554082
1012.599579584778,33.19168015261716,32.75,23.39,765.9,5,11,2,9.919193443293212
864.296914242519,474.17427415910475,37.14,15.44,573.4,3,14,2,8.98460776567033
429.850638347886,598.1002117409498,4.97,8.97,44.6,1,18,2,3.6890413279635386
1012.1309775626252,331.3537959581909,7.49,22.77,170.5,3,6,2,8.829948340604277
981.3360803964181,251.30745615709722,28.97,5.66,164.0,3,17,4,10.616808695584776
513.9757845137954,253.86857913608588,25.37,5.14,130.5,3,10,6,6.627584756239626
402.9274764018734,84.76396533809739,17.15,14.77,253.4,2,16,1,4.100800414501663
844.3949644519726,181.7122364674867,22.95,16.75,384.4,0,7,0,4.269097058645774
236.522781642427,316.21568952173976,29.02,14.24,413.3,2,17,1,3.409924766064668
303.89718677212136,276.1533606467775,21.67,23.44,507.8,5,11,1,7.202120793057258
88.24574212112617,340.6698050735728,8.19,8.78,71.9,2,17,0,2.154537553603202
961.355302802395,513.9674197233218,6.31,24.79,156.4,0,11,4,7.915761596403562
824.632959383076,158.38811253877884,19.24,3.43,65.9,2,15,1,5.616125080610728
869.7852240614953,45.76858311659781,37.15,5.61,208.3,2,13,1,6.163449394560887
954.416514744604,51.78850381116223,23.64,7.08,167.5,3,8,0,8.816023952729036
593.9856686029408,106.47621902490927,16.25,4.75,77.2,3,9,2,6.070754070828824
716.990139467241,355.1753013385094,36.62,12.64,462.9,2,13,3,7.242443440922103
236.57263790297634,490.6653417216171,17.38,22.04,383.0,0,12,2,1.6908080498737146
208.27368236029025,535.47938538996,21.84,21.06,459.8,2,14,0,3.09225306649841
828.6113172053283,392.0145251257336,7.31,19.38,141.7,0,16,1,5.744392251871012
607.6277508803084,259.79165389700927,30.28,3.16,95.8,3,16,3,6.36867198371211
713.0644392589315,118.07338364900403,28.91,22.05,637.4,2,6,1,5.50261889192873
936.7987203059487,258.8084534827831,32.39,11.72,379.7,2,12,4,7.743579189140037
790.8845184006617,219.47662632743663,15.03,19.1,287.1,3,7,3,6.768212691219286
700.0089287369553,525.9147520885685,19.13,18.99,363.4,4,12,3,9.882268520120062
706.3120200348632,307.4300451240461,9.23,6.91,63.7,1,12,3,5.167342157182719
420.42410983012564,158.93166297408143,38.69,14.34,554.7,3,18,3,4.993825349083156
114.51597471609213,194.61660808499454,6.18,23.38,144.6,3,11,3,3.442183735456415
569.1234759402458,107.78799378933273,27.01,8.79,237.4,3,11,4,5.296690175217159
320.3348335578727,553.5937059694048,29.09,18.73,545.0,2,12,0,3.7195967731368613
537.5520809715924,58.697132354787065,8.84,24.08,212.8,1,7,1,3.526079425592144
1035.811442060346,37.32236167685971,16.52,10.93,180.6,1,6,5,5.869921665305458
342.01222416918165,134.30369211031518,4.6,11.53,53.0,0,15,2,1.7792531267963947
145.29907069175394,492.1981902090567,23.59,12.96,305.7,0,9,3,1.4176148050504929
395.1499590646361,328.37606837971634,39.81,20.8,828.1,4,10,2,6.86232901611298
408.8250086986857,386.7306738048822,18.91,12.66,239.4,0,18,4,2.9905533097570585
821.3464964941224,233.90705498696883,39.63,13.7,542.8,5,9,0,10.302477869012197
703.8760106222318,69.14645176302693,7.67,7.89,60.5,5,17,3,8.751007139602644
957.9659941991831,518.0101526205358,17.52,24.74,433.5,1,14,2,8.443755892824338
824.0311651666741,139.37973511148223,36.37,22.63,823.2,2,9,3,8.09788441325366
535.1532848128791,48.84374431071537,35.44,16.21,574.3,2,18,1,4.003635719069126
991.7028308259588,356.4413574819204,14.97,24.13,361.3,2,14,2,9.574479872444716
267.00967029662837,77.47485561922261,28.11,18.11,509.2,2,10,3,3.0144435322140657
105.43752190992373,84.5842555601055,35.79,24.1,862.5,2,11,2,2.264707643230269
180.85360406871877,486.21490794503933,31.37,6.55,205.6,4,10,0,4.637829791367923
889.0424726680243,310.2174659112574,26.25,7.96,209.0,2,16,3,9.459636496473202
597.3024978815539,167.65981778087152,8.65,22.47,194.3,1,12,0,4.270687677833076
260.624392517634,228.7170613149257,5.7,12.24,69.8,2,6,3,3.2293782104261584
641.1701481157671,445.66735794060776,25.74,11.17,287.4,5,14,2,9.200459532623926
250.58955503874864,67.82186251126305,21.51,19.6,421.5,5,15,3,5.926724938725485
859.8788200870644,96.39395108192964,11.81,16.87,199.2,0,11,1,4.76031822492505
579.6950286429144,381.2693599446247,13.83,10.57,146.2,3,17,0,5.532325937588734
506.7437732280604,375.97388864625117,17.51,11.75,205.8,5,11,1,7.1079775177991875
417.69353984562173,584.3034451851619,21.33,11.98,255.7,1,9,1,3.976650146163213
785.9165042931551,243.49320431560628,17.44,5.78,100.8,0,15,0,4.090915979363956
485.23012381979726,67.09424749118403,17.33,8.05,139.5,1,7,2,2.954374173010258
178.16790963403312,336.3963378642879,7.28,14.83,108.0,1,18,2,1.6223679385489107
212.16661037497715,393.85768270422045,35.03,20.2,707.5,5,14,1,5.322893696286937
1157.3253842954564,109.57358789816197,25.54,12.22,312.1,1,10,3,6.801400190992839
1097.6103735925199,345.1313249150621,8.41,11.43,96.1,1,7,2,7.881766854672003
863.6719898680395,142.72725934521083,18.68,17.31,323.4,1,13,0,5.494180051669485
377.77435683466194,511.49613299220897,18.42,6.46,119.0,2,13,2,4.3973521362070995
1165.4775426294507,506.0420525967829,25.22,11.38,286.9,5,16,0,13.427013535994613
952.20101244169,274.8885847191118,25.53,7.58,193.5,0,9,2,6.67049618888253
882.917011858075,581.0436185922982,26.87,17.34,465.9,2,8,1,10.354155051210295
583.2848824010433,588.4711084363528,28.82,5.47,157.7,3,11,2,7.306098639620993
384.9105492665781,103.67312070014312,6.82,12.85,87.7,0,16,4,2.338409172223043
187.9578776119192,239.59686875450654,14.28,16.12,230.2,0,17,0,1.1057466937439735
1090.9146841291026,372.1832379265874,3.64,21.34,77.7,5,10,1,11.243798124285282
590.4694446136443,78.3575514614233,19.82,18.94,375.4,1,6,3,3.7047068843502555
306.6469685706579,248.1136371740581,18.89,23.74,448.5,1,7,1,2.4766766380068117
422.6714190487308,178.86808788945672,30.17,17.96,541.8,2,13,4,4.0261652165048485
728.7259172149235,572.6686259510213,9.18,10.68,98.1,0,6,5,5.398852222859147
277.9855168919395,264.60391901393814,26.37,8.1,213.5,0,15,2,1.7685442811841356
1039.4079981834607,464.7223893720821,14.35,4.24,60.9,0,6,3,7.338978981475047
929.5418734154352,250.42205720193905,17.13,9.11,156.0,3,11,1,7.202001686655155
885.7985106650492,105.13288013873621,29.61,6.01,178.0,2,16,2,6.792671607309211
563.9442045481162,521.9963721916831,5.65,11.12,62.8,1,12,2,5.42525277575562
782.5859015867363,30.2376426347692,15.68,18.46,289.5,5,14,2,8.294416748169228
734.1897251822638,61.886298165436514,17.48,18.22,318.5,1,10,0,4.4632936469695235
807.8281937413984,237.69911136131464,29.48,10.0,294.8,0,16,3,5.994424038881969
174.57763967667577,421.5320056456798,10.37,14.19,147.1,0,11,5,1.4229413376201199
545.7042904310828,224.77144831574216,38.05,7.77,295.6,4,15,2,5.975036626592725
126.60787472531958,67.79830604395573,39.92,14.07,561.5,3,18,3,2.9053329394903877
633.2697175538613,211.16881922846483,33.3,14.22,473.6,1,10,4,4.261446542062212
449.44455781271955,169.6390896243925,14.09,9.63,135.7,1,9,5,4.286318944859464
241.86709152997253,33.089285896372836,27.56,8.71,240.0,1,18,2,2.3583736573592455
195.81132384925783,334.83709051282904,6.08,24.55,149.2,2,14,2,3.220976268226176
738.1619208390375,96.48817140418606,35.24,14.82,522.1,4,17,1,7.374394572685046
271.0641247613124,193.8728846140997,22.09,15.37,339.5,3,10,1,4.33828510629509
1116.1345325820128,395.47820322677626,9.53,3.17,30.2,4,10,2,9.918845021941372
730.7884764644424,443.315942629097,15.11,7.0,105.8,0,7,2,4.497087974716317
468.4941810790175,180.16970730793284,32.63,10.85,353.9,3,16,0,5.185697146947993
741.8253504591868,217.64039250718338,35.2,24.25,853.6,4,16,2,8.100641182048404
105.5403355532612,170.73826573265518,22.23,6.86,152.4,1,16,2,1.408488215987757
1153.5863188304188,575.4265021802294,20.77,9.67,200.9,3,9,2,13.674678076802913
620.1798493760483,138.5962443828196,30.78,24.78,762.8,0,12,1,3.0470543133116936
956.6634545203206,134.41294407119548,33.57,13.58,456.0,5,12,0,7.850201420753686
172.6575999131312,283.6701186239733,31.3,10.0,313.1,4,7,1,4.527546944450071
625.0573305387396,137.90462474432442,17.22,16.96,292.0,3,6,2,5.38237289142059
629.5918336770634,119.32382008279664,26.75,13.92,372.3,3,10,0,5.1959567684554715
1130.365629571981,84.65133648961873,34.72,24.06,835.6,4,12,2,9.940859080254327
720.3354186612045,394.89761142170215,8.62,4.83,41.6,2,18,3,5.99404495826139
610.3081291837883,378.88688529408074,17.36,20.39,354.0,5,17,2,8.401624052977139
379.0127426629208,400.5928483704408,5.09,9.14,46.6,1,15,2,3.233801368179206
451.35727702365847,470.7810045653559,18.13,20.75,376.1,4,18,4,6.5165365669937945
663.1530907681223,216.0240672917682,31.57,21.65,683.6,4,16,4,7.963087990227791
571.5808355416523,553.5015281587953,10.29,21.68,223.1,5,12,2,6.711482823331215
104.20552946597007,447.9266283091909,23.05,22.07,508.6,0,17,2,1.0
1005.4469550976808,488.68389549127653,4.35,18.8,81.8,2,17,3,11.316197052108091
1083.7000644605387,440.94843338122536,36.21,6.13,222.1,3,8,0,10.799894769207922
237.07897967844406,234.31971789656023,33.34,4.14,138.1,3,9,3,3.967648569000023
700.5204807637353,191.32851819570192,22.4,10.5,235.2,4,18,2,7.436446434082121
201.60483007169677,270.8347296600381,29.11,13.89,404.4,3,6,3,3.950397024742316
832.9089042045891,85.30730550401432,6.84,9.66,66.1,1,12,2,4.749009959068648
394.9818378996893,287.22988589258983,34.27,19.33,662.4,4,10,2,6.424096379477389
818.5533508549299,54.59036036428671,29.46,18.89,556.7,2,15,1,5.790642946287884
894.2339680013085,32.249197215500864,7.44,24.38,181.4,5,18,3,8.51914573191089
940.8851909477759,560.9543955005748,39.29,11.81,464.1,3,10,2,10.598717574651252
200.66985947060414,422.92201053509893,3.83,20.29,77.8,3,8,1,3.258190742360992
1105.9332665541208,350.2527598276023,26.25,19.31,506.9,3,10,3,8.734532163792535
337.8396698022665,224.42816247114297,9.35,24.75,231.6,5,15,5,6.60308015599232
121.90206291732136,355.20666837049225,29.61,20.02,592.8,5,10,3,5.413613257092369
701.4347657184613,538.1981925128491,5.61,9.24,51.8,3,14,2,9.390843075664307
495.4329579259314,401.85667634800285,6.0,3.34,20.0,3,10,1,4.470816057491288
1009.3645123083028,373.4147388334974,20.25,24.3,492.1,0,15,1,6.496035807170261
985.241648712018,292.3165666938565,39.78,18.75,746.0,0,6,3,5.431403875911265
435.1955599614412,227.04730747098907,13.23,20.88,276.2,4,10,6,6.42726924063205
1147.2473224781143,428.1718549353757,25.66,20.45,524.9,2,10,1,8.882480017533528
405.8279787169329,589.1591363790141,22.19,19.19,425.7,2,13,3,5.763634776768988
656.8639847395203,272.1118853067363,34.16,19.53,667.2,3,14,4,7.354185993908802
366.6809014357151,253.55696628809446,13.68,23.45,320.7,1,15,5,3.4690365953136686
1128.368798454839,274.0246792480742,23.53,23.11,543.9,1,17,1,7.757485444310207
264.36075569186033,272.5600617883413,38.17,11.34,433.0,0,16,4,1.941863008047993
130.29989371940846,594.6561208200422,15.31,3.68,56.3,4,6,3,4.305669311938727
567.3087072034025,432.8636067803242,19.26,3.85,74.2,3,14,3,7.895140665072129
1191.4606317425375,234.73513605003726,35.89,12.83,460.3,1,6,4,8.694884104563213
1078.6785382055036,241.75635308123188,15.3,21.37,327.0,3,11,0,8.360265027029257
918.4409817917831,275.55424710411177,17.08,21.65,369.8,0,13,1,6.374773320337985
1077.6875897839477,50.925946920856326,14.25,11.9,169.6,4,10,1,9.252770314190876
1080.660236461607,330.8553491521125,32.95,9.64,317.5,1,15,3,7.8679364390670505
661.121363632823,492.4871423679759,37.42,14.15,529.4,1,16,4,6.0876044901298085
433.8405380504882,406.52364212828104,26.35,21.32,561.7,5,13,2,7.9895154491263884
944.6539239643066,143.09988265407873,26.07,17.0,443.3,4,12,1,8.248954131081389
821.0606147478924,444.97951758567086,17.43,6.08,105.9,4,18,2,8.425819220000774
498.4966563385553,440.09140560925727,3.46,10.97,38.0,3,14,1,5.745133287466587
185.80266822889712,179.64735291992832,9.44,15.22,143.6,3,8,2,3.8140889514350076
916.4043647109091,385.038554408453,8.46,14.84,125.5,1,14,2,7.922591498030998
373.95577783360847,378.2409488795036,7.29,21.27,155.0,1,12,2,2.9219311697659176
1129.2307285978327,508.67894559802346,27.2,23.51,639.4,5,6,3,11.428949477301522
349.8870440063669,107.56121774506153,8.04,5.21,41.9,5,17,0,6.932686428287017
217.48888430086436,141.05794757156798,6.17,7.94,49.0,4,16,1,4.849146377082785
1010.8461927798949,307.002617147649,17.16,11.63,199.5,5,14,1,11.019276826168106
251.67843461943332,55.162734868615004,12.21,9.52,116.3,4,14,2,4.9815359818916916
280.7805051366678,266.8886926329727,8.4,11.98,100.6,2,13,2,3.404041601653045
751.3087265033447,479.28485393984226,8.41,3.9,32.8,4,10,4,8.607400417612943
1059.5094857379602,114.76720457087899,12.48,4.45,55.6,4,18,0,8.402578476237762
300.00682560032203,292.17078005381916,22.86,21.44,490.3,0,13,3,2.3274955506104704
427.5625136481061,594.1684630279934,31.05,5.26,163.2,5,10,1,6.368356766559754
950.6934188301188,318.3744076521727,34.55,21.13,730.1,2,14,3,8.03686323063081
1168.4455971882835,314.0445797495916,30.8,9.74,300.1,1,8,0,7.654334900597952
640.8301285466234,348.5123427227758,26.24,9.8,257.3,2,10,1,5.82250135902222
241.16520285740086,136.02249108966248,36.58,5.22,190.8,1,7,3,2.135886612441431
95.60864223318573,113.88341313098823,22.23,3.29,73.2,1,7,3,1.2314814063538837
337.2147535987179,416.0921385956118,26.43,10.82,285.9,3,16,3,5.072062003961005
227.64088392090355,255.587081646289,18.23,21.38,389.7,5,11,2,5.261305833663432
838.9777144464003,195.24677808282118,15.11,23.24,351.2,2,17,3,6.498945290891625
216.45240518395485,47.89322335434162,15.27,4.35,66.5,1,14,2,2.298942970436396
647.0895234151089,512.2487833917351,8.49,3.68,31.2,4,9,5,9.08694603579669
857.5739279200328,48.42745353155466,32.47,6.49,210.9,1,8,2,6.505558941658122
730.8506023274107,457.49038072749204,5.05,19.86,100.3,3,11,3,6.62986481022198
303.74872985926453,247.73347862919115,27.96,7.51,209.9,1,7,1,2.5983899099914427
980.6194693241342,371.2520519876506,34.99,8.08,282.6,1,13,3,7.353426180473639
881.2559851696979,171.17646039339252,21.4,22.56,482.8,1,11,2,6.746883686413304
907.6620843854067,118.57780975228168,5.6,22.25,124.5,2,7,0,5.223463799265394
226.78468174419083,334.03116047592005,18.85,17.75,334.5,5,12,0,6.268555872832116
218.60426008838596,426.50208612386183,15.7,6.61,103.7,4,17,2,4.915292624549203
1118.8700571272886,141.43117811873356,39.46,11.39,449.3,4,17,1,10.024743624102111
525.2875770839335,278.7246000365616,28.58,8.2,234.2,0,11,4,3.4717247319326083
417.0625347946525,283.4533330660955,29.69,17.78,527.9,0,6,1,2.1770465098394602
627.2141307937173,153.1081149752938,22.09,20.16,445.2,2,17,3,6.187636817156423
822.4079182952123,352.0781843637147,29.25,6.13,179.2,5,13,1,10.518730221683187
1150.2980478926063,113.18334146556937,29.74,22.76,676.6,0,15,3,6.260981750675814
400.8197741079016,320.55702879159065,5.46,13.18,71.9,4,6,1,5.667900011048583
1115.7854408294704,94.65596147861972,11.24,20.49,230.2,4,9,1,11.376395623623972
107.84263035260707,306.75917304742836,3.48,4.14,14.4,1,9,3,1.669163543659176
701.8218074060436,207.61146127906738,21.86,10.93,239.0,0,15,3,3.8017262408468846
790.0521250828153,287.7803864864749,35.4,3.33,117.7,0,14,1,5.577248151265388
198.60509220084367,277.23713488260927,25.55,18.81,480.6,0,15,4,1.1983320819811158
237.18034871158216,547.5218800065979,21.51,4.75,102.1,5,11,0,5.314889480206026
549.4080376342603,309.2632919751838,37.26,10.44,389.1,4,10,2,6.936370733909952
1162.1797416003635,496.5443752098184,9.37,20.2,189.3,4,8,0,11.067686646734536
747.5676596224976,158.62186395967768,5.76,19.48,112.2,0,9,0,4.421659184468118
1124.9860081922366,230.68719294152754,36.94,17.09,631.2,5,8,2,12.492226704043773
980.8842254865273,72.80094696091882,36.4,18.27,665.0,4,16,2,10.84710085985559
603.4673937419265,269.82624304825134,28.27,17.33,489.8,4,14,3,8.108312626718016
958.93506316245,411.15893563271067,12.1,17.11,207.0,2,14,1,7.624244406976031
99.97719805422626,507.7552094423558,38.88,10.69,415.7,1,17,2,1.491523528126292
202.24127637762314,352.5714997255185,31.32,3.62,113.4,4,15,1,5.068770069574142
1008.9600486686647,394.84142166805475,27.93,12.72,355.3,0,10,1,5.861397231246672
972.4351389241812,131.04223424166045,11.25,4.0,45.0,1,10,3,5.406442390439236
340.55763100240574,51.20744179306044,21.98,13.32,292.7,0,7,1,1.520613417436893
674.4619414709399,481.2622427510701,33.44,13.21,441.7,0,15,0,4.533113065773371
758.7377191840122,125.21177824153324,34.83,6.93,241.4,3,17,1,7.086195661174688
1051.8676282291326,81.96663525366888,23.77,20.25,481.5,1,15,1,6.37509334590208
755.4800162193727,564.4105229167593,22.34,18.49,413.2,5,12,3,9.94177294578767
542.080157586522,579.2071775137306,28.81,15.31,441.1,5,10,1,7.4044853002294735
499.0861286160446,381.2666562134219,22.55,23.37,526.9,1,11,2,3.4282871666625687
556.9879367383311,245.82324543175724,18.45,9.32,172.0,4,9,0,6.308374226559048
810.1627486495711,504.94653834950964,6.16,8.76,54.0,0,8,1,6.426116645591472
1051.589507562604,146.69037682118508,7.66,7.04,53.9,1,11,2,5.81861289767746
588.3645079254557,274.7536266349187,31.13,14.98,466.3,3,9,2,7.115442591021685
357.5803105055211,233.499860430343,3.91,7.52,29.4,1,15,2,2.6006620034647563
345.0618465572909,550.2389947227585,4.94,22.12,109.1,0,17,1,2.44389007977416
915.53599387266,554.273126756496,36.47,9.69,353.6,0,8,1,7.498078759687146
994.5570150347796,401.00497800448983,29.05,13.8,400.9,3,6,1,9.186434130990861
197.91144943661996,93.12187995543437,3.16,14.65,46.2,1,17,2,2.2488030465513535
154.54591978979954,304.8498901052324,14.55,9.77,142.1,1,9,2,1.6531895866865998
745.765703407226,169.83716874771235,31.24,19.25,601.3,1,9,0,5.902258635749228
243.71403349582206,534.4019280151547,18.45,18.23,336.3,5,17,1,6.255418492847166
1003.6238933111023,108.88959543923508,20.35,19.74,401.6,5,16,4,10.363139927550595
427.57483479496335,60.9568572406032,19.98,16.33,326.2,4,13,5,6.569604936409002
241.13656492767976,431.5245491235446,10.48,13.12,137.5,0,8,0,1.910149897621058
1111.4869291859443,288.37306273184714,29.69,12.88,382.3,1,15,3,6.607196255673736
265.39552946351154,507.8679859337582,6.81,18.76,127.8,5,15,4,5.860657546045295
398.88649221848783,72.53888976650771,21.77,11.29,245.9,3,11,3,4.403246284295742
252.04700261510567,486.61339558647023,9.29,12.62,117.2,0,13,5,2.3955691856677017
209.34887130519758,51.28080912117025,4.72,6.6,31.2,1,12,4,2.171460536533773
103.68577829681284,45.99990679095548,8.3,17.95,149.0,4,14,6,4.016178284261054
142.0428582639713,292.9499784866869,35.17,4.69,165.0,5,12,3,4.852934105787075
275.598447448155,156.13603511797152,9.52,24.79,235.9,2,18,2,3.2504430282046077
139.78776454243643,368.41966299372245,13.3,6.16,82.0,0,6,4,1.0
742.0810740442878,44.71568670053815,8.11,11.43,92.7,0,6,0,2.862308613496171
842.4002700154472,50.17203914689776,30.22,8.23,248.7,1,7,3,5.453768647320375
520.8661116518716,444.47464281800603,19.48,9.39,183.0,4,7,3,7.400004834472979
436.1500285862953,149.79414262061766,37.91,10.09,382.7,4,12,0,6.033254844553605
645.0693854648977,404.15776048661814,27.58,18.8,518.6,1,7,2,4.5264142784579136
1060.0055353027615,457.4556320554324,22.66,6.89,156.1,5,8,3,13.350842418968421
1033.2674220408708,63.81876446323144,27.3,8.8,240.3,5,12,0,10.128823986224944
128.69206945432697,468.75975404461633,4.5,5.23,23.5,5,17,3,6.099327799847851
283.27821874810695,183.00009423793304,38.17,10.29,392.9,4,16,1,5.343159168011187
345.15425563692355,252.0411961738565,38.39,23.71,910.1,3,8,3,5.550365896957718
359.31408493207726,79.38433960833052,13.22,11.36,150.2,5,6,1,5.399049024522086
719.7805699519055,508.01909051796605,26.25,20.1,527.6,4,15,1,7.528129724709392
546.2139167875753,349.61540820568547,10.47,13.16,137.8,4,16,2,7.7811692374464405
135.16461431890525,317.65920837288814,23.26,12.89,299.8,2,18,3,2.1050036293311503
498.44783507472016,582.0762422145707,31.52,21.13,665.9,1,11,3,4.7714065841253035
666.6033025637537,220.66828316618233,37.77,3.59,135.6,3,6,2,6.896483343216533
193.87253125216188,537.7441932917168,15.55,22.03,342.6,2,18,2,3.237476433440042
1013.4735802431869,440.2220922068244,28.66,13.67,391.9,2,9,1,9.77335530456405
138.19729044091676,559.2610374357762,29.51,10.72,316.5,4,10,4,4.418449532185137
1115.8228933002295,547.447170074602,11.18,22.95,256.6,3,11,0,9.617843657948978
191.00671856946056,594.8869888648597,26.27,10.48,275.3,1,18,1,2.5919808964183555
1024.8039457894831,105.0557486611798,27.25,24.51,667.9,1,10,1,6.616792054527483
1090.971521198931,483.7293434922092,31.27,23.6,738.0,3,13,2,12.176967246556167
1177.1191622569838,488.5617823200768,40.0,8.89,355.8,1,12,4,9.565365705302249
978.2689859064247,397.29291106173747,4.49,10.49,47.1,1,18,1,6.485741923953502
953.0148456638884,188.95074619577514,10.49,20.87,218.8,1,18,2,6.584710990544681
799.5812691150134,580.1345148281396,8.37,7.3,61.1,3,14,2,9.141373927061377
952.4759171275044,146.52061859741946,8.71,19.1,166.5,2,7,3,6.97303203436192
230.69847342272473,314.75796566431023,19.81,5.84,115.7,2,10,3,3.2137951267755045
680.3962002613538,327.24765430693617,35.51,7.52,267.1,0,14,3,5.108687965603194
655.9296146132642,122.24272655654214,19.6,14.01,274.7,0,16,4,4.936415875469448
1040.4808014172645,441.8414287299473,27.73,19.41,538.3,4,15,4,9.719790921881234
598.3352894647378,80.65428358273667,16.93,19.27,326.2,5,12,1,7.191750982081777
511.3002356323959,425.06573394262523,14.83,16.4,243.1,1,14,1,5.383014275135972
796.3108637855634,513.710832885663,33.87,8.99,304.3,5,10,2,10.438980350749508
378.4389156009476,229.15596229696774,27.26,12.14,330.8,3,14,1,4.861956958286497
236.5406202684317,434.36986090154414,15.98,8.42,134.5,1,12,0,2.40040219537067
615.2225469065953,119.36118464427439,36.82,9.09,334.9,3,14,3,6.446878571551411
546.9160928262712,512.1909308281408,21.44,10.11,216.8,0,17,4,5.418745017862904
340.4783333923385,572.658068175338,9.97,16.17,161.2,2,16,2,4.8793379214229
491.61322732894337,117.03540529487283,20.88,7.57,158.0,4,15,2,5.448844219378305
490.3595438053971,424.3599001642293,27.96,3.94,110.1,5,15,1,7.2717271422348135
446.7950321420509,318.32372503721973,16.58,18.23,302.4,1,8,3,4.25241896959984
504.99976929416044,332.9546191444558,34.22,3.48,119.1,5,8,0,7.700891765277892
848.0325469106589,432.6991396023923,22.73,24.36,553.6,3,16,2,9.354524048000306
412.5016515198395,308.58208462176924,20.31,10.71,217.4,1,13,3,4.004943671748472
1142.7208779211812,372.18604345009857,34.77,3.14,109.4,4,11,1,10.46724295209993
1106.3097818827594,161.613581064485,20.13,22.46,452.1,5,14,0,10.179853434390507
618.619679696088,245.74875999851926,18.33,16.2,296.9,1,7,2,4.205749838389113
447.76454960525143,523.1869995407562,6.84,20.98,143.5,0,8,2,3.6302701793146888
679.6869646096035,92.64443163957979,16.41,12.57,206.3,1,7,1,4.2413700663759615
1030.3877474264596,370.61789873217475,17.69,10.79,190.9,4,13,3,10.92257104458742
810.8978214273143,135.04362547388743,9.68,17.41,168.6,0,6,1,4.512025019700379
980.9188473007267,512.5275708163219,24.75,11.93,295.3,1,6,2,7.08497606198701
676.648949193629,360.0550536965234,8.32,15.24,126.8,1,14,1,4.790024021226242
788.8677447797352,259.7378061220545,11.28,9.11,102.8,0,15,4,5.687246260842395
402.7342878843571,172.40006398153622,23.76,10.32,245.2,3,9,7,5.28958484345236
