year,artist,track,time,date.entered,week,rating
2000,Creed,Higher,5:16,1999-09-11,wk49,9.0
2000,Creed,Higher,5:16,1999-09-11,wk50,12.0
2000,Creed,Higher,5:16,1999-09-11,wk51,14.0
2000,Creed,Higher,5:16,1999-09-11,wk52,16.0
2000,Creed,Higher,5:16,1999-09-11,wk53,17.0
2000,Creed,Higher,5:16,1999-09-11,wk54,17.0
2000,Creed,Higher,5:16,1999-09-11,wk55,21.0
2000,Creed,Higher,5:16,1999-09-11,wk56,26.0
2000,Creed,Higher,5:16,1999-09-11,wk57,29.0
2000,Creed,Higher,5:16,1999-09-11,wk58,32.0
2000,Creed,Higher,5:16,1999-09-11,wk59,39.0
2000,Creed,Higher,5:16,1999-09-11,wk60,39.0
2000,Creed,Higher,5:16,1999-09-11,wk61,43.0
2000,Creed,Higher,5:16,1999-09-11,wk62,47.0
2000,Creed,Higher,5:16,1999-09-11,wk63,50.0
2000,Creed,Higher,5:16,1999-09-11,wk64,50.0
2000,Creed,Higher,5:16,1999-09-11,wk65,49.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk01,84.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk01,76.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk02,61.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk02,67.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk03,45.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk03,59.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk04,43.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk04,54.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk05,40.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk05,48.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk06,38.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk06,45.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk07,36.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk07,40.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk08,31.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk08,32.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk09,34.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk09,26.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk10,34.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk10,24.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk11,40.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk11,22.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk12,36.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk12,21.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk13,36.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk13,21.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk14,23.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk14,24.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk15,41.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk15,21.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk16,62.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk16,20.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk17,70.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk17,21.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk18,71.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk18,24.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk19,79.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk19,28.0
2000,IMx,Stay The Night,3:37,1999-10-09,wk20,78.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk20,30.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk21,32.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk22,37.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk23,37.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk24,42.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk25,46.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk26,50.0
2000,Train,Meet Virginia,3:55,1999-10-09,wk27,50.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk01,80.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk01,71.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk02,69.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk02,52.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk03,68.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk03,51.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk04,63.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk04,51.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk05,60.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk05,51.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk06,52.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk06,48.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk07,42.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk07,41.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk08,32.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk08,37.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk09,30.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk09,29.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk10,25.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk10,26.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk11,22.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk11,26.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk12,22.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk12,23.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk13,26.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk13,30.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk14,20.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk14,28.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk15,19.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk15,27.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk16,20.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk16,25.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk17,26.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk17,31.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk18,30.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk18,43.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk19,35.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk19,56.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk20,42.0
2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk20,70.0
2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk21,50.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk01,73.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk01,92.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk01,71.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk02,63.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk02,80.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk02,48.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk03,50.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk03,72.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk03,43.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk04,42.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk04,69.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk04,31.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk05,24.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk05,67.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk05,20.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk06,19.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk06,61.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk06,13.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk07,17.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk07,54.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk07,7.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk08,14.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk08,43.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk08,6.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk09,11.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk09,38.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk09,4.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk10,9.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk10,24.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk10,4.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk11,9.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk11,24.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk11,4.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk12,9.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk12,20.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk12,6.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk13,10.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk13,19.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk13,4.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk14,5.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk14,15.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk14,2.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk15,5.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk15,15.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk15,1.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk16,6.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk16,5.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk16,1.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk17,8.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk17,4.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk17,1.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk18,9.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk18,4.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk18,2.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk19,15.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk19,7.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk19,1.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk20,15.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk20,10.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk20,2.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk21,18.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk21,5.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk21,4.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk22,17.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk22,9.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk22,8.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk23,18.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk23,9.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk23,8.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk24,19.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk24,7.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk24,12.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk25,19.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk25,9.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk25,14.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk26,22.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk26,10.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk26,17.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk27,26.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk27,10.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk27,21.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk28,32.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk28,15.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk28,24.0
2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk29,42.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk29,18.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk29,30.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk30,23.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk30,34.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk31,30.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk31,37.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk32,42.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk32,46.0
2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk33,47.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk01,88.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk01,83.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk02,76.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk02,59.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk03,71.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk03,56.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk04,71.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk04,46.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk05,69.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk05,27.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk06,63.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk06,23.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk07,56.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk07,19.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk08,51.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk08,16.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk09,46.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk09,14.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk10,46.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk10,14.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk11,53.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk11,16.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk12,43.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk12,15.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk13,33.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk13,12.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk14,31.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk14,11.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk15,34.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk15,13.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk16,41.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk16,17.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk17,50.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk17,20.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk18,60.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk18,23.0
2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk19,68.0
2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk19,24.0
